Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveller Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
"Good location , good view",-,"Good location 
15 min by bus from Tromso airport
1 min walk to many tour meeting point.

Good view from room with sea and Mountain View. 
Every floor have big and clean window for good view especially fitness and sauna room have small balcony for best view.",10.0,October 2023,29 October 2023,Standard Room,1,Family,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958868
Exceptional,,"Small room but nice and comfortable, and a great view from the room on the 9th floor",10.0,December 2022,10 December 2022,Standard Room,3,Solo traveller,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958868
excellent!,none,Excellent location and wonderful rooms! Many tours begin from the front entrance so makes your trip very convenient!,10.0,January 2023,1 February 2023,Family Room (2 Adults + 2 Children),1,Family,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958868
Exceptional,,The views from our room were really nice,10.0,January 2024,6 January 2024,Standard Room,3,Couple,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958868
Exceptional,,"Good atmosphare, good location, nice room and bathroom",10.0,July 2023,31 July 2023,Small Room,2,Family,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958868
Overall pleasant stay,"On checking the computer system was down. Girl at counter said she can’t check anyone in or out and we just have to wait. Ridiculous, after more than one hour wait they checked us in manually. Should have done that from the start. People travelled a long way to get there.","Location was great, room comfortable with lovely view",8.0,September 2023,28 September 2023,Standard Room with Sea View,5,Solo traveller,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
Excellent.,,"Location, brakfast was very good and the bed was very comfy.",9.0,June 2023,18 June 2023,Small Room,1,Couple,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
Superb,,"Great location, central to almost everything. 
Quiet and clean.",9.0,October 2023,11 November 2023,Standard Room with Sea View,4,Couple,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
Great location and comfortable stay.,,"Very comfortable bedroom - with comfy beds and a nice layout with a desk and seats.  Decent sized bathroom, but only shower and not a bath. Great location - very convenient.",9.0,June 2023,29 June 2023,Standard Room,1,Family,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
staff was very helpful with everything! totally enjoyed the stay very comfortable,nothing,"clean, updated and location",8.0,April 2023,21 April 2023,Small Room,3,Family,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
Comfortable,,Lovely view from the room,8.0,January 2024,26 January 2024,Premium Room with Sea and Mountain View,4,Group,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
Superb,Didn’t have a great bar ..,Wonderful location and great room sizes and view,9.0,January 2024,4 February 2024,Junior Suite,3,Couple,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
great location,,"room we stayed was small but ok for one or two days, good value and great location",8.0,January 2022,5 January 2022,Small Room,1,Couple,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
Superb,,"The location is super close to the city centre.  The hotel is clean! The temperature in the room could not be adjusted via the AC control and was stuck to 19 degrees Celsius, which was too cold for us. Thus, the hotel had to provide an electric heater and extra blanket.",9.0,March 2024,24 March 2024,Standard Room,4,Couple,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
Superb,,"room, location",9.0,November 2021,2 December 2021,Standard Room,2,Couple,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
"Great stay in the middle of town, clean and good size room with a view of the harbor.",Carpet did have spill spots which did not look so great and felt a bit less hygienic.,"Location was excellent, in the city, everything can be reached by foot or bus.  View of the haven and mountains behind it.
Standard and clean room, great shower!",8.0,June 2024,8 June 2024,Superior Room with Sea View,1,Couple,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
Very good,,Central location. Modern room. Good views. Sauna. Fitness centre.,8.0,May 2024,19 May 2024,Superior Room with Sea View,2,Couple,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
Lovely stay,,"The bed was super comfy and the view from our room was superb, room 814",9.0,August 2021,13 August 2021,Standard Room,1,Couple,8.3,1,0,0,0,0,0,0,0,1,0,0.0009942271380958866
Exceptional,,Breakfast was rich and awesome! I don't think I've had better scrumble eggs anywhere. Also the view from 9th floor was pretty nice,10.0,September 2023,17 September 2023,Standard Room with Sea View,1,Group,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Exceptional,Nothing,"Everything, esp the breakfast and availability of glutenfree bread as well as the view",10.0,May 2024,29 May 2024,Standard Room,1,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
"Great hotel, cosy bar and really good breakfast.",,Fantastic location on the harbour yet central for everything! Amazing breakfast!,9.0,October 2023,31 October 2023,Standard Room,4,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Exceptional,,"Location was excellent, breakfast was awesome. There was something for everyone. Great selection of food and drinks. I wish I could have their breakfast on our entire trip",10.0,August 2023,25 August 2023,Superior Room,1,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Good hotel in the Centre of Tromso,,Good central location. Did not take breakfast option so unable to comment.,8.0,June 2023,19 July 2023,Superior Room,1,Group,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Exceptional,Everything was great.,The location was great with a beautiful view. The breakfast was fantastic!,10.0,October 2022,23 November 2022,Standard Room with Sea View,3,Group,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Superb,,"Super breakfast, very good location, nice view",9.0,November 2023,29 November 2023,Small Room,4,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Exceptional,,"Good location, very good breakfast",10.0,June 2023,10 July 2023,Small Room,2,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Exceptional,,"The breakfast was amazing! !

The view from the sauna is also quite outstanding.",10.0,August 2023,16 August 2023,Standard Room,2,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
amazing,,"Really lovely hotel, great breakfast and amazing location! Lovely view from the window too.",9.0,February 2023,14 February 2023,Small Room,3,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Amazing hotel for a great stay in Tromso,Nothing,"Amazing breakfast and location!
Very comfortable and celan.",10.0,February 2022,26 February 2022,Standard Room,2,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
wonderful,,"location, excellent breakfast",9.0,March 2023,20 March 2023,Standard Room with Sea View,4,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Wonderful breakfast!,Nothing to point it out.,"The hotel is very comfortable, its breakfast is amazing, as well as its location.",9.0,November 2023,22 November 2023,Small Room,3,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Enjoy and recommended,,The location is in walking distance to the shopping center and also near to some restaurants. Breakfast also good.,9.0,November 2023,26 November 2023,Small Room,2,Group,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
fantastic,,"Fantastic breakfast
Good location
Easy transport to city",10.0,July 2023,20 July 2023,Standard Room with Sea View,1,Solo traveller,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Superb,,"Breakfast great, location amazing. In the midst of everything. Recommendable",9.0,February 2024,20 February 2024,Standard Room,3,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Great hotel unfortunately they don´t provide an invoice.,"They didn´t provide an invoice. I tried numerus times but they refuse to provide a invoice. 
As an Portuguese company, we need an invoice with our company VAT for accounting legal purposes. 
If you are traveling in business keep this in mind before you book it.","The view, the breakfast and location was spot on.",7.0,March 2022,20 May 2022,Small Room,4,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Exceptional,,The hotel is in a great location and the breakfast was wonderful.,10.0,March 2024,14 March 2024,Small Room,1,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Good value.,,"Perfect location! Cozy and comfortable.
Breakfast is really good!",9.0,January 2024,15 January 2024,Small Room,4,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
A nice place to stay,The heating,The breakfast was good and the location excellent,7.0,March 2022,4 March 2022,Superior Room with Sea View,3,Family,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Central to everything,,The location is perfect. It’s by the waterfront and just across the road from where the AirPort Express bus stops in town. So convenient. The breakfast buffet was very busy with tourists but the good choices were excellent.  Would definitely stay again.,8.0,June 2024,11 June 2024,Standard Room,1,Solo traveller,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Very good,,Breakfast buffet was very good and location was great,8.0,December 2023,19 January 2024,Family Room (2 Adults + 2 Children),3,Family,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Exceptional,,"I thoroughly enjoyed every aspect of my Arctic adventure. The experience of immersing myself in Arctic life exceeded my expectations. The presence of a luxurious 5-star hotel in such a remote location was truly remarkable. From the breathtaking locations to the delightful breakfast and the charming pub, every detail contributed to an outstanding experience. I couldn't have asked for anything better.",10.0,October 2023,16 November 2023,Standard Room with Sea View,1,Group,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Good location. Good breakfast.,Nil.,Good breakfast spread. Good location. Airport bus stop nearby hotel. Chose this hotel because my day tours meet up points are nearby.,9.0,November 2023,24 November 2023,Standard Room,2,Group,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
amazing!,,location and breakfast was good.,8.0,October 2021,17 November 2021,Standard Room,1,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Great place to stay in Tromso!,,"Loved the location. Close to getting on the Hurtingruten cruise, nice breakfast, right in the downtown area and not far of a walk to do the famous include hike too (just over the bridge).",9.0,August 2023,25 August 2023,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,1,0,1,0,0.0009939923482537576
Very good,The breakfast room is overcrowded and hectic at almost all times.,We had a fantastic room and the location of the hotel is ideal.,8.0,March 2024,4 March 2024,Superior Room,4,Group,8.3,1,1,0,1,0,0,0,1,1,0,0.0009914631898582825
"Great location, disappointing Radisson hotel","The hotel has no restaurant services (apart from breakfast) and no bar.  There is a pizzaria and pub just around the corner associated with the hotel but you are not supposed to take anything back into the hotel which is frustrating.  The hotel itself looks tired and the cleaning in some of the common seating areas can be improved.  The furniture in these areas is also looking shabby in places. We upgraded to a sea view room which was ok, we could see the sea once the cruise ship sailed away but it had minimal drawer space (2 very small ones about 5ft off the floor) and no wardrobe albeit there was an area you could hand clothes.","The breakfast was good and there was plenty of seating.  Lots of choices too.  The location of the hotel is very good, right next to the sea and close to lots of restaurants and the town. The reception area is spacious and pleasant and the staff were generally helpful.  Having the area to book excursions in the hotel was also a bonus.",6.0,February 2023,14 February 2023,Standard Room with Sea View,7,Group,8.3,0,1,1,1,1,1,1,1,1,1,0.000985930354608735
