Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Do not walk RUN away from this place.,"From the moment we arrived to this glorified motel we were greeted with disregard and disrespect. The check-in is listed as 3pm however we were told that we needed to wait until 4pm because our room wasn’t ready then were told we could check in at 3:30pm when we attempted to do that the desk clerk rolled her eyes told us to give her 5 minutes while she waited until her shift was over so she cold leave while we were still sitting in the lobby, the next clerk then said we would still need to wait. When we finally did check in our room was disgusting, the toilet had not been cleaned still had stains like someone did their business and left the sheets bed had urine and some other black unidentified stain and hair everywhere. After complaining to front desk we were then moved to a much bigger room but still running into the same cleaning issue the floors had not been vacuumed there were blood stains on the shower curtain and used bath towels in the shower. When asking the front desk clerk to have someone come fix the problem we were told that housekeeping was gone for the night and that it would be fixed the next day. After being gone all day the next day we come back to the room and other that housekeeping making up our bed and providing us with new towels the floors still were not cleaned nor any of the other problems rectified. We were told that we would be able to speak to management we were given initials instead of a name and  we still have not been able to reach him.",I have nothing positive to say about this property.,1.0,August 2022,"August 16, 2022",Queen Room,2,Couple,6,0,1,0,1,0,1,0,0,0,0,0.001326015437803342
This was the worst hotel I’ve ever stayed at the staff was so rude and not helpful at all. The entire hotel had a weird,"it was outdated , no bathroom facilities other than in the room , there were so many repairs that needed to be done in the room. the room was so small and the staff was super rude.",nothing.,1.0,July 2022,"August 1, 2022",Queen Room,1,Couple,6,0,1,0,1,0,1,0,0,0,0,0.001326015437803342
Do not recommend for long stay,The staff was very rude and need customer service training. Stayed there for a week every day our room key was deactivated when we go the the front desk they were unapologetic and very dismissive. Called the front desk for extra towels they never brought it to the room when down the next day and asked again the lady just threw them on the desk.,Close to the airport,5.0,August 2022,"August 6, 2022",King Room,5,Couple,6,0,1,0,1,0,1,0,0,0,0,0.001326015437803342
Fair,"Most rooms downstairs literally have no privacy, windows facing either to the big hallway, or immediately ti the parking, so you have to constantly keep your windows closed!!Floors are dirty, looks like no one vacuums there at all! Staff people have no knowledge, and no willingness to help , or resolve any issues.. I stayed at some motels with some better customer service than this",,5.0,September 2021,"September 9, 2021",King Room,1,Solo traveler,6,0,1,0,1,0,1,0,0,0,0,0.001326015437803342
I enjoyed my stay at the hotel,"i did not like the shower. especially the floor, it looked dirty.
the view from the window was leading to the dining area.",the bed was comfortable and the space wasn’t too small nor too big.,7.0,March 2023,"March 5, 2023",King Room,4,Solo traveler,6,1,1,1,0,0,0,0,0,0,1,0.001322406548413305
I,"Room had items that did not work,
Counter tops damaged in the bathroom , flooring was damaged, location of room had a view Of a ballroom . When I booked I was told I could use debit to pay for my
Stay - both the website for the hotels and the booking site also stated this but when I arrived I couldn’t not pay this way, the front desk clerk was not helpful, I asked to speak with a manager and the manager would not come . When I went to check out at 0345 it appears
I woke the overnight front desk clerk up as I had to ring the bell numerous times to get some help. He appeared from the office very off guard and appeared to have just woken up .","Location was close
To airport",2.0,October 2022,"October 18, 2022",King Room,1,Solo traveler,6,0,1,0,0,0,1,0,0,1,1,0.001320552949129238
Overall my stay was a nice experience,The internet connection was very unstable,House keeping and room service,9.0,January 2022,"January 27, 2022",King Room,14,Solo traveler,6,1,0,0,0,1,0,1,0,0,0,0.001318873478181656
Very Good,,"Friendly and helpful staff, good cleanliness in room and bathroom, good breakfast.",8.0,June 2023,"July 4, 2023",King Room,1,Family,6,1,0,0,0,1,0,1,0,0,0,0.0013188734781816559
Good,Nothing!!,Check in was quick and easy. Staff were friendly and helpful. Room was clean and well detailed. Breakfast was VERY good and the lady who made and served it was AMAZING.,7.0,January 2023,"January 23, 2023",Queen Room,2,Couple,6,1,0,0,0,1,0,1,0,0,0,0.0013188734781816559
Very Good,Nothing.,"Easy check in, staff were very friendly and helpful. Room was a good size and comfortable. The breakfast was very good.",8.0,October 2023,"October 2, 2023",Double Room with Two Double Beds,3,Couple,6,1,0,0,0,1,0,1,0,0,0,0.0013188734781816559
Overall my stay was a nice experience,The internet connection was very unstable,House keeping and room service,9.0,January 2022,"January 27, 2022",King Room,14,Solo traveler,6,1,0,0,0,1,0,1,0,0,0,0.0013188734781816559
Bad,"First room had dirty linens, washroom vent not working, once you open the curtains the view is the front desk.
staff is rude, as I was preparing my breakfast I asked one of the staff where he got the waffle as he’s helping himself with guest breakfast which I don’t care off, then another staff came quickly saying that  I can’t take any waffles.
I ask for the manager and the same kids running the show asking me to check out same day",nothing really,1.0,January 2022,"January 8, 2022",King Room,3,Solo traveler,6,0,1,0,0,0,1,0,1,0,1,0.0013159219344174012
Disappointing,"Everything else. Run down facility, not clean, smaller room, not enough pillow, washroom door doesn't lock, poor customer support.",The location,5.0,September 2022,"September 4, 2022",Queen Room,1,Group,6,0,1,0,1,0,0,0,0,1,0,0.0013064607464956116
AC made horrible sounds,"For 15 mins we kept calling front desk and no one picked up. I went to tell them at the front desk that AC control was missing. The room turned into a sauna because ac was turning on only on heat settings. 

We asked for another room and there AC was making noise. Then we had to come back to the same room. 

It was a horrible experience over all",Location,2.0,October 2021,"October 6, 2021",King Room,1,Couple,6,0,1,0,1,0,0,0,0,1,0,0.0013064607464956114
underwhelming,"wallpaper peeling from walls, old facilities, tv with 10 channels with everything else static, uncomfortable bed (very uneven, had random bumps)",location,5.0,June 2022,"June 14, 2022",King Room,1,Couple,6,0,1,0,1,0,0,0,0,1,0,0.0013064607464956114
Teeeible place,"The woman that checked me in was in a personal phone call the entire time she checked me in …. she was on the call when I entered and stayed on it until after I checked in …. that is rude and appalling behaviour…. there was a vibrating noise in the room from down the hall and there were loud busses next to the room …. the toilet was not clean, there was no toilet paper out in the holder and the shower curtain smelled like mold",location,2.0,October 2022,"October 6, 2022",Queen Room,1,Solo traveler,6,0,1,0,1,0,0,0,0,1,0,0.0013064607464956114
Eh,"1) We picked the hotel because it was close to the hotel, but it still cost us $34 by taxi to get to the hotel from the airport. 2) there were two events happening at the hotel. The noise was really bothersome to us in our rooms 3) we had to get to the airport by 6am so we couldn't even get the breakfast",,5.0,April 2022,"April 25, 2022",Queen Room,1,Couple,6,0,1,0,1,0,0,0,1,0,0,0.0013011136290893253
Would not stay there again as it was overpriced and underperformed.,Noise from wedding celebration below my room. Poor sound insulation to adjoining rooms. Used dishes left in hallways overnight. Breakfast room was uninviting.,Close to airport.,5.0,July 2023,"July 7, 2023",Queen Room,1,Solo traveler,6,0,1,0,1,0,0,0,1,0,0,0.0013011136290893253
Disappointing,"If you need functional wifi and eatable breakfast don't book this hotel. If you need to store food in the fridge, then don't. use it. It is a freezer, not a fridge. The room has not window outside, so you don't see the daylight. The air dries the skin horribly.",Not much.,4.0,February 2022,"March 2, 2022",Queen Room,7,Solo traveler,6,0,1,0,1,0,0,0,1,0,0,0.0013011136290893253
This place suited us fine- a fine old establishment with elegant light fixtures in  common areas and,"Tv service poor, elevator floor wet, sticky on morning leaving mid-day","Bed comfortable, breakfast good!",8.0,March 2022,"March 30, 2022",King Room,1,Family,6,1,0,0,1,0,1,1,0,0,0,0.001298610913459155
Good value and location but too noisy!,"There was a loud music playing in a vehicle in the parking lot, after 11 pm, that went on for over an hour.",Room was fine and breakfast ok. Location was quite handy to downtown.,4.0,November 2022,"February 7, 2023",King Room,1,Couple,6,1,0,0,1,0,0,1,0,1,0,0.0012816689104085538
Great place to stay although still has some room for improvement.,Better breakfast. Some bath towels had holes.,Breakfast was a bit dry. Room and beds were fine.,8.0,November 2023,"November 10, 2023",Double Room with Two Double Beds,3,Group,6,1,0,0,1,0,0,1,1,0,0,0.0012770363661847642
"Over all, it was a lovely stay.","You did not have a airport shuttle service, although your hotel is listed as airport hotel.",Clean and very friendly staff,8.0,September 2023,"September 12, 2023",King Room,1,Couple,6,1,0,0,0,1,1,0,0,0,0,0.0012739137437118282
"My stay was comfortable.  Easy access to the airport was a plus, and most staff members were kind.","I thought there would have been a restaurant on the premises, at least a bar.","The breakfast was fine, the bed extremely comfortable.  For 1 person, the size of the room was more than adequate.",8.0,March 2023,"March 29, 2023",Queen Room,1,Solo traveler,6,1,0,0,0,0,0,1,1,0,0,0.0012717403874377617
stay was fine but i was dissipointed whith the breakfast,Breakfast there should be a better breakfast for the morning the breakfast is the more valuable and important meal in the morning if the hotel cannot afford to give better breakfast in the morning well just don't provide  any type of breakfast so the gust wouldn't expect a hearty breakfast in the morning,Bed was very comfortable breakfast was terrible and sucks room was clean and tidy it is what i have expected,8.0,May 2022,"May 4, 2022",Queen Room,1,Solo traveler,6,1,0,0,0,0,0,1,1,0,0,0.0012717403874377617
"My stay was comfortable.  Easy access to the airport was a plus, and most staff members were kind.","I thought there would have been a restaurant on the premises, at least a bar.","The breakfast was fine, the bed extremely comfortable.  For 1 person, the size of the room was more than adequate.",8.0,March 2023,"March 29, 2023",Queen Room,1,Solo traveler,6,1,0,0,0,0,0,1,1,0,0,0.0012717403874377617
It's just what we ordered and breakfast was great.  The staff is always courteous and pleasant.,,We have stayed at Woodbine Hotel and Suites before and knew what we could expect.  The seems to be some decorating done in the breakfast lounge that reminded us of one of our favourite hotels in Spain.  There was one drawback.  A very loud argument amongst the staff took place right outside our room just after we checked in.  I learned a number of  new words...,7.0,April 2023,"April 16, 2023",King Room,2,Couple,6,1,0,1,0,1,0,1,0,0,0,0.0012586440608930382
A great place to stay,,"I love the owners have kept the character of the hotel. The marble floors and staircase, the ballroom with the spectacular chandelier and the wood wainscotting in the rooms and halls. Someone loves this building and it shows. 

Also, the staff in the breakfast room are fantastic - so friendly and kind",10.0,August 2023,"August 10, 2023",Double Room with Two Double Beds,1,Family,6,1,0,1,0,1,0,1,0,0,0,0.0012586440608930382
good,more fruit cereals grain for breakfast,"great price, clean, friendly staff",8.0,October 2022,"October 19, 2022",Queen Room,1,Couple,6,1,0,0,0,1,0,0,1,0,0,0.0012489986328292114
Good value for short stays,Nothing much apart from breakfast did not have much vegetarian options like cereal.,Very helpful. Clean and accommodating.,10.0,July 2023,"July 5, 2023",Double Room with Two Double Beds,1,Solo traveler,6,1,0,0,0,1,0,0,1,0,0,0.0012489986328292114
good,more fruit cereals grain for breakfast,"great price, clean, friendly staff",8.0,October 2022,"October 19, 2022",Queen Room,1,Couple,6,1,0,0,0,1,0,0,1,0,0,0.0012489986328292114
Not a very pleasant stay. I will not be back!,"The whole place smelled like marijuana.
people seem to be smoking it in their rooms although it was supposed to be nonsmoking.Couldn’t sleep all night cos of the smell.",I liked the location. lots of parking spaces.,3.0,April 2022,"April 4, 2022",Double Room with Two Double Beds,2,Group,6,0,1,1,0,0,0,0,0,1,0,0.0012381096569405797
Pleasant,"It's reeked of curry smell. It was so bad, I didn't wanna even step outside of the room. The room too smelled like Indian (not to be racist) but it was much worse in the hallways and reception area",It's spacious and location is good,6.0,August 2022,"September 4, 2022",Double Room with Two Double Beds,1,Family,6,0,1,1,0,0,0,0,0,1,0,0.0012381096569405795
You get what you pay for. Ok for a few hours while waiting for a flight out of Pearso .,"Old, less than clean.",Price was good. Location was great. Free parking.,6.0,February 2023,"February 28, 2023",Double Room with Two Double Beds,1,Family,6,0,1,1,0,0,0,0,0,1,0,0.0012381096569405795
Very Poor,"No facility
Bad service
Nightmare breakfast
Airplane sounds",Only nice bed,2.0,May 2022,"May 6, 2022",King Room - Disability Access,1,Couple,6,1,0,0,1,0,1,0,1,0,0,0.0012381004575877231
